date,source_page,paksha_day,mars_raw,mars_deg,mercury_raw,mercury_deg,jupiter_raw,jupiter_deg,venus_raw,venus_deg,saturn_raw,saturn_deg,ketu_raw,ketu_deg,page_excluded,page_exclusion_reason,row_quality_notes
2025-12-13,p25-pausha-krishna.jpg,9,08.03.20.02,243.3339,07.07.47.22,217.7894,03.00.24.44,90.4122,07.22.56.24,232.9400,10.28.13.44,328.2289,04.21.09.30,141.1583,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Mars r9 pala=20 confirmed at 10x (not 10); creates +54.8'/-34.7' rate wiggle vs +44.2' mean."
2025-12-14,p25-pausha-krishna.jpg,10,08.03.54.43,243.9119,07.09.20.07,219.3353,03.00.28.28,90.4744,07.24.27.24,234.4567,10.28.15.57,328.2658,04.21.06.29,141.1081,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Jupiter r10 03.00.28.28 non-monotonic (+3.7' vs -6' trend; likely typeset 03.00.18.28); transcribed as seen. Saturn r10 pala=15 (non-physical +2.2'/d)."
2025-12-15,p25-pausha-krishna.jpg,11,08.04.39.23,244.6564,07.10.33.02,220.5506,03.00.21.52,90.3644,07.25.28.04,235.4678,10.28.18.20,328.3056,04.21.03.08,141.0522,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn r11 pala=18 (non-physical +2.4'/d)."
2025-12-16,p25-pausha-krishna.jpg,12,08.05.24.03,245.4008,07.10.33.02,220.5506,03.00.12.52,90.2144,07.26.43.54,236.7317,10.28.12.23,328.2064,04.20.59.57,140.9992,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Mercury r12 07.10.33.02 duplicates r11 (typesetter error); Jupiter r12 03.00.12.52 confirmed at 10x; Saturn r12 pala=12 non-monotonic (-6.0' jump)."
2025-12-17,p25-pausha-krishna.jpg,13,08.06.08.43,246.1453,07.12.55.57,222.9325,03.00.05.26,90.0906,07.27.52.44,237.8789,10.28.12.35,328.2097,04.20.56.46,140.9461,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node."
2025-12-18,p25-pausha-krishna.jpg,14,08.06.53.23,246.8897,07.13.28.52,223.4811,02.29.59.00,89.9833,07.29.25.34,239.4261,10.28.14.47,328.2464,04.20.53.35,140.8931,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node."
2025-12-19,p25-pausha-krishna.jpg,15,08.07.38.03,247.6342,07.14.42.47,224.7131,02.29.52.34,89.8761,08.00.31.24,240.5233,10.28.16.59,328.2831,04.20.50.25,140.8403,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Venus r15 pala=31 (faint '1' at 14x; 8x shows '3'); transcribed as 31."
2025-12-20,p25-pausha-krishna.jpg,16,08.08.23.03,248.3842,07.15.04.42,225.0783,02.29.46.08,89.7689,08.02.14.19,242.2386,10.28.19.59,328.3331,04.20.47.24,140.7900,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Mars r16 08.08.23.03 confirmed at 14x (vipala=03, not 102); Venus r16 08.02.14.19 confirmed at 8x (differs from brief KNOWN 08.00.33.12)."
2026-01-04,p25-magha-krishna.jpg,1,08.19.49.28,259.8244,08.22.29.108,262.5133,02.27.45.28,87.7578,08.20.46.48,260.7800,10.29.23.25,329.3903,04.19.59.33,139.9925,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-05,p25-magha-krishna.jpg,2,08.20.26.56,260.4489,08.24.24.28,264.4078,02.27.37.23,87.6231,08.22.02.46,262.0461,10.29.27.38,329.4606,04.19.56.22,139.9394,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-06,p25-magha-krishna.jpg,3,08.21.12.34,261.2094,08.25.59.28,265.9911,02.27.29.26,87.4906,08.23.48.44,263.8122,10.29.31.09,329.5192,04.19.53.22,139.8894,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Venus row3 pala=48 gives +1.77deg then +0.77deg (vs typical +1.27deg); pala=18 would be smooth — possible print error, transcribed as printed [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-07,p25-magha-krishna.jpg,4,08.21.58.12,261.9700,08.27.44.38,267.7439,02.27.21.30,87.3583,08.24.34.42,264.5783,10.29.36.24,329.6067,04.19.50.00,139.8333,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-08,p25-magha-krishna.jpg,5,08.22.43.50,262.7306,08.29.29.47,269.4964,02.27.13.34,87.2261,08.25.50.40,265.8444,10.29.40.47,329.6797,04.19.46.50,139.7806,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-09,p25-magha-krishna.jpg,6,08.23.29.28,263.4911,08.29.29.47,269.4964,02.27.05.38,87.0939,08.27.06.38,267.1106,10.29.45.20,329.7556,04.19.43.40,139.7278,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Mercury row6 duplicates row5 (08.29.29.47) — likely printer error [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-10,p25-magha-krishna.jpg,7,08.24.25.29,264.4247,08.23.00.51,263.0142,02.26.57.26,86.9572,08.28.22.42,268.3783,10.29.50.06,329.8350,04.19.40.06,139.6683,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Mercury row7 jumps -6.5deg from row6 (08.23.00.51) — discontinuity; rows7-10 form separate +1.8deg/d sequence; Mars row6->7 +0.93deg (vs typical +0.76deg) — 10' high; transcribed as printed [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-11,p25-magha-krishna.jpg,8,08.25.09.30,265.1583,08.24.46.46,264.7794,02.26.49.24,86.8233,08.29.38.43,269.6453,10.29.55.02,329.9172,04.19.37.02,139.6172,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-12,p25-magha-krishna.jpg,9,08.25.47.31,265.7919,08.26.32.41,266.5447,02.26.41.02,86.6839,09.00.54.45,270.9125,10.29.59.57,329.9992,04.19.34.57,139.5825,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-13,p25-magha-krishna.jpg,10,08.26.33.31,266.5586,08.28.28.35,268.4764,02.26.33.50,86.5639,09.02.20.47,272.3464,,,04.19.31.07,139.5186,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Saturn row10 unreadable — left empty [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-14,p25-magha-krishna.jpg,11,08.27.09.31,267.1586,08.28.28.35,268.4764,02.26.24.38,86.4106,09.03.26.49,273.4469,11.00.09.47,330.1631,04.19.28.56,139.4822,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Mercury row11 duplicates row10 (08.28.28.35) — likely printer error [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-15,p25-magha-krishna.jpg,12,08.28.05.31,268.0919,09.00.04.29,270.0747,02.26.16.27,86.2742,09.04.42.52,274.7144,,,04.19.25.45,139.4292,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Mars row11->12 +0.93deg (vs typical +0.77deg) — 10' high; transcribed as printed; Saturn row12 unreadable — left empty [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-16,p25-magha-krishna.jpg,13,08.28.51.31,268.8586,09.01.50.23,271.8397,02.26.08.26,86.1406,09.05.58.53,275.9814,,,04.19.22.34,139.3761,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Saturn row13 unreadable — left empty [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-17,p25-magha-krishna.jpg,14,08.29.37.46,269.6294,09.03.36.27,273.6075,02.26.00.30,86.0083,,,,,04.19.19.24,139.3233,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; Venus row14 unreadable — left empty; Saturn row14 unreadable — left empty [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
2026-01-18,p25-magha-krishna.jpg,15,09.00.24.01,270.4003,09.05.20.08,275.3356,02.25.52.44,85.8789,,,,,04.19.16.,,NO,,"Mercury anomalous (+13.4 deg vs Swiss Jan 4, two independent reads agree); verify vs engine before use — not confirmed corrupt, do not silently exclude; Ketu systematic +2.2 deg vs Swiss mean node; dinani prints ""30"" not ""15"" — print anomaly; treated as paksha_day 15 by position/weekday; Venus row15 unreadable — left empty; Saturn row15 unreadable — left empty; Ketu row15 vipala unreadable — raw incomplete, deg empty [CORRECTED 2026-09-21 coordinator: Ketu bhaga 29->19. Worker read २९ (shape-confident) but 149.99 deg is unphysical (+12.2 vs Swiss); independent p25a.json (different photo, same dates) shows 04.19.xx with IDENTICAL pala/vipala; worker's own ""+2.2 systematic"" note implies 19. 139.99 deg gives +2.2 deg vs Swiss, consistent with other pages. The २९ is likely a १→२ misread or print defect on this photo (which also has severe Mercury defects).] Mercury column PRINT-DEFECTIVE on this page: duplicate rows (Jan8=Jan9, Jan13=Jan14) and 6.5 deg discontinuity Jan9->10; exclude from fits (defect proven by duplicates, not method). Vipala=108 on Jan4 is invalid (>60), likely misread."
